id,sku,name,description,category,sub_category,brand,price,cost_price,stock_quantity,is_active,created_at,updated_at
465,FWA-00018-73,Fiorelux Linen Shirt,Premium women's apparel product by Fiorelux. High quality and durable.,Fashion,Women's Apparel,Fiorelux,159.92,102.07,481,True,2022-04-20 10:18:13,
466,FDSN-00031-36,MunchCo Whey Protein,Premium snacks product by MunchCo. High quality and durable.,Food & Drink,Snacks,MunchCo,68.61,43.02,1843,True,2022-07-11 04:42:56,
467,FDCT-00020-60,BrewRoots Granola Mix,Premium coffee & tea product by BrewRoots. High quality and durable.,Food & Drink,Coffee & Tea,BrewRoots,27.43,16.05,1304,True,2024-05-03 18:55:56,
468,HD-00022-96,Serein Lab Storage Basket,Premium decor product by Serein Lab. High quality and durable.,Home,Decor,Serein Lab,289.32,122.07,3206,True,2023-05-30 08:58:57,
469,HF-00022-34,NestCraft Desk Lamp,Premium furniture product by NestCraft. High quality and durable.,Home,Furniture,NestCraft,423.65,208.35,797,True,2021-06-18 03:43:33,
470,FDSN-00032-48,MunchCo Herbal Tea Box,Premium snacks product by MunchCo. High quality and durable.,Food & Drink,Snacks,MunchCo,39.31,14.05,1126,True,2023-06-24 08:36:53,
471,EH-00015-37,Auraloop Portable Charger,Premium headphones product by Auraloop. High quality and durable.,Electronics,Headphones,Auraloop,970.12,357.47,74,True,2021-11-13 17:46:54,
472,FWA-00019-58,Fiorelux Running Shoes,Premium women's apparel product by Fiorelux. High quality and durable.,Fashion,Women's Apparel,Fiorelux,476.19,214.04,1378,True,2024-01-10 18:15:13,
473,BS-00028-16,Velvet Hue Moisturiser SPF30,Premium skincare product by Velvet Hue. High quality and durable.,Beauty,Skincare,Velvet Hue,24.66,11.85,2772,True,2024-06-09 03:58:33,
474,ESH-00018-25,NexLink LED Strip,Premium smart home product by NexLink. High quality and durable.,Electronics,Smart Home,NexLink,308.01,145.08,4883,True,2024-03-12 05:44:17,
475,FDSN-00033-95,MunchCo Energy Gummies,Premium snacks product by MunchCo. High quality and durable.,Food & Drink,Snacks,MunchCo,54.39,31.12,3130,True,2024-10-14 22:25:29,
476,HK-00018-25,ChefMate Storage Basket,Premium kitchen product by ChefMate. High quality and durable.,Home,Kitchen,ChefMate,78.81,27.01,4175,True,2025-01-29 17:59:22,
477,HF-00023-22,NestCraft Wall Clock,Premium furniture product by NestCraft. High quality and durable.,Home,Furniture,NestCraft,478.66,173.94,3966,True,2024-09-09 07:46:15,
478,HF-00024-26,NestCraft Desk Lamp,Premium furniture product by NestCraft. High quality and durable.,Home,Furniture,NestCraft,68.67,22.13,4403,True,2021-03-03 08:23:50,
479,BH-00026-78,GlossGlow Hair Mask,Premium haircare product by GlossGlow. High quality and durable.,Beauty,Haircare,GlossGlow,119.25,57.9,523,True,2022-01-21 12:46:15,
480,FDS-00023-94,PureBoost Whey Protein,Premium supplements product by PureBoost. High quality and durable.,Food & Drink,Supplements,PureBoost,72.32,26.27,4907,True,2024-10-21 12:06:00,
481,FDCT-00021-25,BrewRoots Cold Brew Blend,Premium coffee & tea product by BrewRoots. High quality and durable.,Food & Drink,Coffee & Tea,BrewRoots,7.94,3.98,1320,True,2021-04-19 18:10:59,
482,SF-00027-74,IronPath Pull-Up Bar,Premium fitness product by IronPath. High quality and durable.,Sports,Fitness,IronPath,129.95,82.93,1405,True,2021-01-01 06:22:49,
483,EL-00016-15,Voltix USB-C Hub,Premium laptops product by Voltix. High quality and durable.,Electronics,Laptops,Voltix,1136.8,547.72,2403,True,2022-03-11 12:20:52,
484,TO-00017-98,PlayZone Plush Bear,Premium outdoor play product by PlayZone. High quality and durable.,Toys,Outdoor Play,PlayZone,69.46,42.98,2884,True,2022-10-14 22:46:02,
485,FF-00012-94,StepUp Baseball Cap,Premium footwear product by StepUp. High quality and durable.,Fashion,Footwear,StepUp,413.49,158.36,1540,True,2022-10-31 15:26:23,
486,EH-00016-85,Auraloop 4K Webcam,Premium headphones product by Auraloop. High quality and durable.,Electronics,Headphones,Auraloop,446.9,154.17,3457,True,2023-03-21 21:17:42,
487,BH-00027-30,GlossGlow Dry Shampoo,Premium haircare product by GlossGlow. High quality and durable.,Beauty,Haircare,GlossGlow,64.81,21.33,2082,True,2022-03-22 01:02:34,
488,TL-00027-19,BrightMind Plush Bear,Premium learning toys product by BrightMind. High quality and durable.,Toys,Learning Toys,BrightMind,129.62,51.11,1578,True,2025-05-08 22:47:38,
489,TL-00028-63,BrightMind Plush Bear,Premium learning toys product by BrightMind. High quality and durable.,Toys,Learning Toys,BrightMind,166.1,68.22,3552,True,2023-02-08 22:45:54,
490,SO-00026-25,TrailForce Pull-Up Bar,Premium outdoor product by TrailForce. High quality and durable.,Sports,Outdoor,TrailForce,219.62,118.46,3332,True,2021-10-04 10:23:38,
491,HD-00023-44,Serein Lab Scented Candle,Premium decor product by Serein Lab. High quality and durable.,Home,Decor,Serein Lab,96.33,55.81,2241,False,2022-11-22 10:20:23,
492,BS-00029-25,Velvet Hue Eye Cream,Premium skincare product by Velvet Hue. High quality and durable.,Beauty,Skincare,Velvet Hue,32.95,18.28,2511,True,2025-03-02 04:36:33,
493,SC-00023-54,VeloEdge Pro Bar,Premium cycling product by VeloEdge. High quality and durable.,Sports,Cycling,VeloEdge,284.68,171.63,4518,True,2021-05-30 00:24:06,
494,EL-00017-59,Voltix Portable Charger,Premium laptops product by Voltix. High quality and durable.,Electronics,Laptops,Voltix,237.29,138.13,4355,True,2024-06-04 23:51:14,
495,BH-00028-26,GlossGlow Moisturiser SPF30,Premium haircare product by GlossGlow. High quality and durable.,Beauty,Haircare,GlossGlow,44.79,24.2,1273,True,2024-03-22 21:25:29,
496,TBG-00023-44,GameCraft Puzzle Set,Premium board games product by GameCraft. High quality and durable.,Toys,Board Games,GameCraft,20.04,11.1,3032,True,2024-07-23 10:30:50,
497,FA-00013-33,CharmWear Linen Shirt,Premium accessories product by CharmWear. High quality and durable.,Fashion,Accessories,CharmWear,230.7,97.79,3839,True,2024-08-22 00:28:35,
498,TBG-00024-39,GameCraft Science Kit,Premium board games product by GameCraft. High quality and durable.,Toys,Board Games,GameCraft,67.99,40.81,2503,True,2021-10-08 01:22:10,
499,FF-00013-19,StepUp Running Shoes,Premium footwear product by StepUp. High quality and durable.,Fashion,Footwear,StepUp,370.38,233.6,1352,True,2023-06-08 02:35:06,
500,TO-00018-11,PlayZone Puzzle Set,Premium outdoor play product by PlayZone. High quality and durable.,Toys,Outdoor Play,PlayZone,192.81,86.45,4167,True,2025-01-30 05:44:23,
